ordem,municipio,portal_oficial,url_informada,url_final_ou_tentada,titulo,status,caminho,evidencia,data_verificacao
"133","Terra Nova do Norte","https://www.terranovadonorte.mt.gov.br/","https://ouvidoria.terranovadonorte.mt.gov.br/","https://ouvidoria.terranovadonorte.mt.gov.br/Manifestacao/","Ouvidoria - Prefeitura de Terra Nova do Norte","FORMULARIO_FINAL_CONFIRMADO","Ouvidoria Online → Acessar","Cadastre sua Manifestação com categorias, identificação e relato; reCAPTCHA indicado, não resolvido.","2026-09-21"
"134","Tesouro","https://www.tesouro.mt.gov.br/","https://www.tesouro.mt.gov.br/Fale-Conosco/","https://ouvidoria.tesouro.mt.gov.br/Manifestacao/","Ouvidoria - Prefeitura Municipal de Tesouro","FORMULARIO_FINAL_CONFIRMADO","SIC/Fale Conosco → Ouvidoria → Acessar","Cadastre sua Manifestação, tipo/contato/nome/e-mail.","2026-09-21"
"135","Torixoréu","https://www.torixoreu.mt.gov.br/","https://ouvidoria.torixoreu.mt.gov.br/","https://ouvidoria.torixoreu.mt.gov.br/Manifestacao/","Ouvidoria - Prefeitura de Torixoréu","FORMULARIO_FINAL_CONFIRMADO","Ouvidoria Online → Acessar","Formulário com tipo, nome/e-mail e relato; reCAPTCHA indicado.","2026-09-21"
"136","União do Sul","https://www.uniaodosul.mt.gov.br/","https://ouvidoria.uniaodosul.mt.gov.br/","https://ouvidoria.uniaodosul.mt.gov.br/Manifestacao/","Ouvidoria - Prefeitura de União do Sul","FORMULARIO_FINAL_CONFIRMADO","Ouvidoria Online → Acessar","Formulário com tipo, identificação e relato; reCAPTCHA indicado.","2026-09-21"
"137","Vale de São Domingos","https://valedesaodomingos.mt.gov.br","https://www.valedesaodomingos.mt.gov.br/ouvidoria/","https://www.valedesaodomingos.mt.gov.br/ouvidoria/formulario-on-line","Ouvidoria da Prefeitura de Vale de São Domingos","FORMULARIO_FINAL_CONFIRMADO","/ouvidoria → Novo Chamado","Formulário com anonimato, tipo, órgão/setor e dados; link Novo Chamado.","2026-09-21"
"138","Vera","https://www.vera.mt.gov.br/","https://ouvidoria.vera.mt.gov.br/","https://ouvidoria.vera.mt.gov.br/Manifestacao/","Ouvidoria - Prefeitura Municipal de Vera","FORMULARIO_FINAL_CONFIRMADO","Ouvidoria Online → Acessar","Cadastro de manifestação com reCAPTCHA indicado.","2026-09-21"
"139","Vila Bela da Santíssima Trindade","https://www.vilabeladasantissimatrindade.mt.gov.br/","https://ouvidoria.vilabeladasantissimatrindade.mt.gov.br/","https://ouvidoria.vilabeladasantissimatrindade.mt.gov.br/Manifestacao/","Ouvidoria - Prefeitura Municipal de Vila Bela da Santíssima Trindade","FORMULARIO_FINAL_CONFIRMADO","Ouvidoria Online → Acessar","Cadastro, tipos e campos; reCAPTCHA indicado.","2026-09-21"
"140","Vila Rica","https://www.vilarica.mt.gov.br/","https://ouvidoria.vilarica.mt.gov.br/","https://ouvidoria.vilarica.mt.gov.br/Manifestacao/","Ouvidoria - Prefeitura Municipal de Vila Rica","FORMULARIO_FINAL_CONFIRMADO","Ouvidoria Online → Acessar","Cadastro de manifestação, tipos e campos; reCAPTCHA indicado.","2026-09-21"
"141","Várzea Grande","https://www.varzeagrande.mt.gov.br/","https://www.varzeagrande.mt.gov.br/ouvidoria/","https://falabr.cgu.gov.br/v2/manifestacoes/registrar","Fala.BR - Plataforma Integrada de Ouvidoria e Acesso à Informação","FORMULARIO_FINAL_CONFIRMADO","Portal → Registrar Manifestação → Fala.BR → Cidadãos","/ouvidoria/ retorna 404; sem barra leva à página com Registrar Manifestação → Fala.BR. Card Cidadãos abre etapa Relato; fluxo genérico sem Várzea Grande pré-selecionada, conclusão exige autenticação Gov.br.","2026-09-21"
"142","Água Boa","https://www.aguaboa.mt.gov.br/","https://www.aguaboa.mt.gov.br/servicos/ouvidoria","https://www.aguaboa.mt.gov.br/servicos/ouvidoria","Um momento, por favor…","BLOQUEIO_CLOUDFLARE","Portal municipal confirma URL → verificação Cloudflare","Página exibe “Aguarde enquanto sua solicitação está sendo verificada…”; formulário não acessível. Desafio Cloudflare não resolvido.","2026-09-21"
